city,date,aqi,quality_level,pm25,pm10,no2,so2,co,o3
深圳,2024-09-26,38.0,excellent,21.0,35.0,27.0,6.0,0.66,76.0
深圳,2024-09-27,42.0,excellent,22.0,37.0,26.0,6.0,0.65,84.0
深圳,2024-09-28,39.0,excellent,22.0,36.0,24.0,6.0,0.64,76.0
深圳,2024-09-29,31.0,excellent,12.0,28.0,20.0,6.0,0.55,84.0
深圳,2024-09-30,40.0,excellent,19.0,36.0,25.0,7.0,0.6,78.0
深圳,2024-10-01,28.0,excellent,13.0,28.0,11.0,6.0,0.5,58.0
深圳,2024-10-02,27.0,excellent,9.0,24.0,10.0,7.0,0.5,84.0
深圳,2024-10-03,38.0,excellent,14.0,38.0,11.0,7.0,0.5,112.0
深圳,2024-10-04,36.0,excellent,15.0,34.0,13.0,7.0,0.46,110.0
深圳,2024-10-05,40.0,excellent,20.0,39.0,16.0,7.0,0.52,98.0
深圳,2024-10-06,41.0,excellent,22.0,40.0,22.0,7.0,0.53,87.0
深圳,2024-10-07,40.0,excellent,23.0,39.0,16.0,7.0,0.53,97.0
深圳,2024-10-08,46.0,excellent,28.0,45.0,14.0,7.0,0.6,115.0
深圳,2024-10-09,42.0,excellent,26.0,42.0,19.0,7.0,0.6,76.0
深圳,2024-10-10,36.0,excellent,20.0,35.0,17.0,6.0,0.55,90.0
深圳,2024-10-11,35.0,excellent,20.0,35.0,17.0,7.0,0.58,82.0
深圳,2024-10-12,54.0,good,26.0,45.0,15.0,7.0,0.6,147.0
深圳,2024-10-13,38.0,excellent,17.0,34.0,13.0,6.0,0.5,111.0
深圳,2024-10-14,30.0,excellent,14.0,29.0,12.0,6.0,0.5,82.0
深圳,2024-10-15,32.0,excellent,16.0,30.0,14.0,6.0,0.51,79.0
深圳,2024-10-16,29.0,excellent,12.0,28.0,13.0,6.0,0.46,79.0
深圳,2024-10-17,28.0,excellent,12.0,28.0,10.0,6.0,0.46,78.0
深圳,2024-10-18,29.0,excellent,14.0,29.0,13.0,6.0,0.48,67.0
深圳,2024-10-19,47.0,excellent,25.0,43.0,24.0,6.0,0.57,92.0
深圳,2024-10-20,28.0,excellent,13.0,26.0,12.0,6.0,0.55,76.0
深圳,2024-10-21,40.0,excellent,21.0,39.0,17.0,5.0,0.6,76.0
深圳,2024-10-22,31.0,excellent,15.0,29.0,14.0,6.0,0.56,74.0
深圳,2024-10-23,28.0,excellent,10.0,26.0,12.0,6.0,0.57,71.0
深圳,2024-10-24,39.0,excellent,16.0,39.0,19.0,7.0,0.53,97.0
深圳,2024-10-25,45.0,excellent,23.0,45.0,18.0,7.0,0.51,103.0
深圳,2024-10-26,45.0,excellent,25.0,45.0,16.0,7.0,0.53,78.0
深圳,2024-10-27,44.0,excellent,27.0,44.0,17.0,6.0,0.63,75.0
深圳,2024-10-28,22.0,excellent,7.0,20.0,18.0,6.0,0.67,55.0
深圳,2024-10-29,28.0,excellent,13.0,28.0,16.0,6.0,0.56,61.0
深圳,2024-10-30,40.0,excellent,22.0,40.0,19.0,6.0,0.59,71.0
深圳,2024-10-31,40.0,excellent,20.0,39.0,19.0,7.0,0.58,87.0
深圳,2024-11-01,31.0,excellent,12.0,28.0,14.0,6.0,0.53,87.0
深圳,2024-11-02,31.0,excellent,11.0,28.0,20.0,5.0,0.57,70.0
深圳,2024-11-03,48.0,excellent,25.0,49.0,29.0,6.0,0.62,76.0
深圳,2024-11-04,50.0,excellent,28.0,51.0,23.0,6.0,0.63,101.0
深圳,2024-11-05,45.0,excellent,27.0,46.0,17.0,7.0,0.63,90.0
深圳,2024-11-06,53.0,good,36.0,57.0,18.0,7.0,0.7,115.0
深圳,2024-11-07,43.0,excellent,21.0,43.0,20.0,7.0,0.55,103.0
深圳,2024-11-08,42.0,excellent,19.0,42.0,23.0,7.0,0.5,99.0
深圳,2024-11-09,45.0,excellent,23.0,46.0,23.0,7.0,0.53,84.0
深圳,2024-11-10,48.0,excellent,27.0,49.0,24.0,7.0,0.6,61.0
深圳,2024-11-11,50.0,excellent,31.0,51.0,23.0,7.0,0.6,81.0
深圳,2024-11-12,48.0,excellent,29.0,48.0,30.0,6.0,0.62,83.0
深圳,2024-11-13,40.0,excellent,24.0,41.0,32.0,6.0,0.62,43.0
深圳,2024-11-14,16.0,excellent,7.0,14.0,15.0,5.0,0.5,37.0
深圳,2024-11-15,17.0,excellent,9.0,15.0,20.0,5.0,0.55,34.0
深圳,2024-11-16,23.0,excellent,13.0,23.0,27.0,5.0,0.6,19.0
深圳,2024-11-17,24.0,excellent,11.0,24.0,20.0,5.0,0.57,31.0
深圳,2024-11-18,30.0,excellent,16.0,30.0,16.0,6.0,0.68,45.0
深圳,2024-11-19,16.0,excellent,7.0,14.0,17.0,5.0,0.59,24.0
深圳,2024-11-20,9.0,excellent,3.0,7.0,17.0,5.0,0.55,24.0
深圳,2024-11-21,17.0,excellent,9.0,16.0,15.0,5.0,0.54,36.0
深圳,2024-11-22,26.0,excellent,16.0,26.0,15.0,6.0,0.53,44.0
深圳,2024-11-23,35.0,excellent,20.0,35.0,23.0,6.0,0.6,38.0
深圳,2024-11-24,44.0,excellent,28.0,45.0,31.0,6.0,0.65,29.0
深圳,2024-11-25,34.0,excellent,22.0,34.0,30.0,5.0,0.63,32.0
深圳,2024-11-26,21.0,excellent,6.0,16.0,18.0,5.0,0.61,53.0
深圳,2024-11-27,32.0,excellent,10.0,32.0,21.0,6.0,0.48,66.0
深圳,2024-11-28,35.0,excellent,11.0,35.0,21.0,6.0,0.44,72.0
深圳,2024-11-29,37.0,excellent,13.0,38.0,26.0,6.0,0.47,69.0
深圳,2024-11-30,48.0,excellent,21.0,50.0,41.0,6.0,0.55,70.0
深圳,2024-12-01,53.0,good,28.0,58.0,46.0,6.0,0.66,79.0
深圳,2024-12-02,59.0,good,34.0,61.0,46.0,6.0,0.72,93.0
深圳,2024-12-03,50.0,excellent,27.0,51.0,36.0,6.0,0.65,91.0
深圳,2024-12-04,45.0,excellent,22.0,44.0,28.0,6.0,0.62,80.0
深圳,2024-12-05,55.0,good,31.0,60.0,31.0,6.0,0.65,79.0
深圳,2024-12-06,62.0,good,45.0,66.0,27.0,6.0,0.71,71.0
深圳,2024-12-07,53.0,good,36.0,54.0,21.0,6.0,0.72,65.0
深圳,2024-12-08,31.0,excellent,18.0,31.0,18.0,6.0,0.7,59.0
深圳,2024-12-09,37.0,excellent,20.0,37.0,27.0,6.0,0.72,53.0
深圳,2024-12-10,43.0,excellent,22.0,43.0,31.0,7.0,0.65,69.0
深圳,2024-12-11,50.0,excellent,27.0,53.0,30.0,7.0,0.66,74.0
深圳,2024-12-12,31.0,excellent,15.0,31.0,25.0,6.0,0.78,53.0
深圳,2024-12-13,36.0,excellent,18.0,36.0,19.0,7.0,0.71,66.0
深圳,2024-12-14,55.0,good,36.0,60.0,20.0,7.0,0.71,80.0
深圳,2024-12-15,45.0,excellent,22.0,45.0,21.0,7.0,0.56,79.0
深圳,2024-12-16,45.0,excellent,22.0,49.0,35.0,6.0,0.53,69.0
深圳,2024-12-17,59.0,good,32.0,68.0,58.0,7.0,0.65,58.0
深圳,2024-12-18,51.0,good,27.0,55.0,39.0,8.0,0.55,72.0
深圳,2024-12-19,54.0,good,34.0,59.0,24.0,8.0,0.55,96.0
深圳,2024-12-20,60.0,good,42.0,67.0,36.0,8.0,0.64,95.0
深圳,2024-12-21,53.0,good,33.0,58.0,39.0,7.0,0.63,79.0
深圳,2024-12-22,54.0,good,36.0,59.0,27.0,8.0,0.6,96.0
深圳,2024-12-23,61.0,good,43.0,71.0,33.0,8.0,0.7,80.0
深圳,2024-12-24,61.0,good,42.0,68.0,30.0,8.0,0.7,84.0
深圳,2024-12-25,59.0,good,40.0,64.0,35.0,7.0,0.7,62.0
深圳,2024-12-26,45.0,excellent,29.0,46.0,31.0,6.0,0.65,53.0
深圳,2024-12-27,62.0,good,44.0,69.0,35.0,8.0,0.75,80.0
深圳,2024-12-28,61.0,good,42.0,68.0,24.0,8.0,0.68,99.0
深圳,2024-12-29,69.0,good,49.0,81.0,33.0,8.0,0.75,110.0
深圳,2024-12-30,66.0,good,45.0,80.0,57.0,6.0,0.81,85.0
深圳,2024-12-31,66.0,good,46.0,80.0,50.0,7.0,0.83,90.0
杭州,2024-01-01,154.0,moderately_polluted,117.0,161.0,40.0,7.0,1.04,53.0
杭州,2024-01-02,147.0,lightly_polluted,112.0,162.0,58.0,7.0,1.01,32.0
杭州,2024-01-03,90.0,good,67.0,89.0,35.0,6.0,0.92,53.0
杭州,2024-01-04,101.0,lightly_polluted,76.0,107.0,54.0,7.0,0.95,30.0
杭州,2024-01-05,71.0,good,51.0,75.0,62.0,7.0,0.86,23.0
杭州,2024-01-06,123.0,lightly_polluted,93.0,129.0,63.0,9.0,1.08,35.0
杭州,2024-01-07,181.0,moderately_polluted,139.0,177.0,45.0,8.0,1.16,55.0
杭州,2024-01-08,88.0,good,65.0,95.0,50.0,7.0,0.77,26.0
杭州,2024-01-09,115.0,lightly_polluted,87.0,116.0,55.0,7.0,1.03,21.0
杭州,2024-01-10,151.0,moderately_polluted,115.0,147.0,36.0,7.0,0.97,52.0
杭州,2024-01-11,146.0,lightly_polluted,111.0,142.0,57.0,7.0,1.01,27.0
杭州,2024-01-12,79.0,good,58.0,85.0,64.0,7.0,0.9,27.0
杭州,2024-01-13,110.0,lightly_polluted,82.0,125.0,76.0,9.0,0.95,35.0
杭州,2024-01-14,124.0,lightly_polluted,93.0,135.0,62.0,8.0,0.95,44.0
杭州,2024-01-15,72.0,good,49.0,79.0,33.0,6.0,0.8,40.0
杭州,2024-01-16,51.0,good,28.0,53.0,38.0,6.0,0.59,38.0
杭州,2024-01-17,67.0,good,45.0,77.0,54.0,7.0,0.75,32.0
杭州,2024-01-18,73.0,good,53.0,79.0,51.0,7.0,1.0,4.0
杭州,2024-01-19,26.0,excellent,17.0,23.0,42.0,6.0,0.94,12.0
杭州,2024-01-20,25.0,excellent,17.0,19.0,28.0,6.0,0.92,25.0
杭州,2024-01-21,69.0,good,50.0,59.0,27.0,6.0,0.84,24.0
杭州,2024-01-22,44.0,excellent,30.0,43.0,18.0,6.0,0.6,51.0
杭州,2024-01-23,29.0,excellent,17.0,29.0,16.0,7.0,0.56,56.0
杭州,2024-01-24,39.0,excellent,26.0,39.0,25.0,8.0,0.6,49.0
杭州,2024-01-25,63.0,good,45.0,62.0,37.0,9.0,0.7,42.0
杭州,2024-01-26,79.0,good,58.0,78.0,47.0,9.0,0.78,34.0
杭州,2024-01-27,112.0,lightly_polluted,84.0,112.0,57.0,10.0,0.97,28.0
杭州,2024-01-28,104.0,lightly_polluted,78.0,106.0,53.0,9.0,0.96,35.0
杭州,2024-01-29,118.0,lightly_polluted,89.0,127.0,71.0,9.0,1.0,18.0
杭州,2024-01-30,91.0,good,68.0,86.0,44.0,7.0,0.87,27.0
杭州,2024-01-31,60.0,good,43.0,57.0,47.0,6.0,0.86,7.0
杭州,2024-02-01,22.0,excellent,10.0,12.0,34.0,6.0,0.78,35.0
杭州,2024-02-02,25.0,excellent,15.0,21.0,22.0,5.0,0.58,46.0
杭州,2024-02-03,19.0,excellent,11.0,14.0,21.0,6.0,0.68,44.0
杭州,2024-02-04,31.0,excellent,21.0,23.0,20.0,6.0,0.86,39.0
杭州,2024-02-05,41.0,excellent,29.0,31.0,14.0,6.0,0.8,55.0
杭州,2024-02-06,75.0,good,55.0,62.0,17.0,6.0,0.84,53.0
杭州,2024-02-07,78.0,good,57.0,70.0,18.0,6.0,0.9,53.0
杭州,2024-02-08,96.0,good,71.0,88.0,17.0,6.0,0.89,71.0
杭州,2024-02-09,145.0,lightly_polluted,114.0,132.0,21.0,8.0,0.98,67.0
杭州,2024-02-10,222.0,heavily_polluted,185.0,207.0,19.0,9.0,0.85,56.0
杭州,2024-02-11,83.0,good,60.0,79.0,14.0,7.0,0.69,63.0
杭州,2024-02-12,60.0,good,41.0,61.0,14.0,6.0,0.56,59.0
杭州,2024-02-13,42.0,excellent,29.0,42.0,11.0,6.0,0.47,68.0
杭州,2024-02-14,37.0,excellent,25.0,35.0,13.0,6.0,0.47,58.0
杭州,2024-02-15,44.0,excellent,28.0,37.0,14.0,5.0,0.58,46.0
杭州,2024-02-16,25.0,excellent,14.0,22.0,9.0,6.0,0.5,72.0
杭州,2024-02-17,36.0,excellent,24.0,36.0,17.0,6.0,0.62,42.0
杭州,2024-02-18,41.0,excellent,29.0,40.0,20.0,6.0,0.72,35.0
杭州,2024-02-19,52.0,good,36.0,49.0,22.0,6.0,0.72,36.0
杭州,2024-02-20,13.0,excellent,6.0,10.0,17.0,5.0,0.65,37.0
杭州,2024-02-21,13.0,excellent,5.0,7.0,15.0,5.0,0.62,42.0
杭州,2024-02-22,17.0,excellent,11.0,13.0,13.0,5.0,0.65,42.0
杭州,2024-02-23,32.0,excellent,22.0,27.0,13.0,6.0,0.62,52.0
杭州,2024-02-24,40.0,excellent,28.0,33.0,15.0,6.0,0.73,51.0
杭州,2024-02-25,66.0,good,47.0,54.0,11.0,6.0,0.66,77.0
杭州,2024-02-26,102.0,lightly_polluted,76.0,93.0,25.0,7.0,0.91,69.0
杭州,2024-02-27,79.0,good,58.0,84.0,28.0,7.0,0.84,71.0
杭州,2024-02-28,49.0,excellent,35.0,53.0,39.0,6.0,0.69,40.0
杭州,2024-02-29,26.0,excellent,18.0,23.0,21.0,5.0,0.73,46.0
杭州,2024-03-01,43.0,excellent,26.0,42.0,21.0,6.0,0.67,63.0
杭州,2024-03-02,57.0,good,36.0,62.0,33.0,6.0,0.67,47.0
杭州,2024-03-03,58.0,good,40.0,64.0,32.0,6.0,0.69,62.0
杭州,2024-03-04,58.0,good,40.0,66.0,46.0,6.0,0.78,32.0
杭州,2024-03-05,35.0,excellent,23.0,35.0,39.0,6.0,0.92,15.0
杭州,2024-03-06,48.0,excellent,33.0,48.0,22.0,6.0,0.65,61.0
杭州,2024-03-07,84.0,good,62.0,94.0,37.0,6.0,0.82,59.0
杭州,2024-03-08,68.0,good,48.0,78.0,30.0,6.0,0.64,78.0
杭州,2024-03-09,82.0,good,60.0,90.0,42.0,7.0,0.66,79.0
杭州,2024-03-10,91.0,good,67.0,96.0,36.0,7.0,0.61,89.0
杭州,2024-03-11,61.0,good,42.0,67.0,45.0,6.0,0.66,44.0
杭州,2024-03-12,73.0,good,53.0,86.0,35.0,7.0,0.73,75.0
杭州,2024-03-13,62.0,good,44.0,70.0,44.0,7.0,0.59,59.0
杭州,2024-03-14,84.0,good,61.0,107.0,83.0,7.0,0.79,11.0
杭州,2024-03-15,81.0,good,59.0,96.0,55.0,8.0,0.67,58.0
杭州,2024-03-16,49.0,excellent,31.0,52.0,39.0,7.0,0.62,52.0
杭州,2024-03-17,69.0,good,45.0,85.0,45.0,6.0,0.78,40.0
杭州,2024-03-18,66.0,good,27.0,83.0,37.0,6.0,0.61,38.0
杭州,2024-03-19,58.0,good,28.0,69.0,27.0,6.0,0.6,58.0
杭州,2024-03-20,76.0,good,25.0,102.0,39.0,7.0,0.54,60.0
杭州,2024-03-21,73.0,good,37.0,97.0,43.0,7.0,0.58,66.0
杭州,2024-03-22,53.0,good,25.0,58.0,28.0,7.0,0.6,88.0
杭州,2024-03-23,60.0,good,39.0,71.0,53.0,7.0,0.87,33.0
杭州,2024-03-24,69.0,good,49.0,77.0,39.0,7.0,0.89,44.0
杭州,2024-03-25,52.0,good,34.0,57.0,29.0,6.0,0.92,46.0
杭州,2024-03-26,29.0,excellent,16.0,24.0,21.0,5.0,0.64,76.0
杭州,2024-03-27,54.0,good,36.0,54.0,39.0,6.0,0.68,65.0
杭州,2024-03-28,34.0,excellent,19.0,32.0,29.0,6.0,0.74,54.0
杭州,2024-03-29,35.0,excellent,16.0,33.0,27.0,6.0,0.67,71.0
杭州,2024-03-30,47.0,excellent,23.0,48.0,38.0,6.0,0.63,66.0
杭州,2024-03-31,87.0,good,63.0,115.0,46.0,6.0,0.91,69.0
杭州,2024-04-01,72.0,good,43.0,72.0,39.0,6.0,0.85,83.0
杭州,2024-04-02,23.0,excellent,9.0,16.0,16.0,5.0,0.59,72.0
杭州,2024-04-03,25.0,excellent,10.0,16.0,15.0,5.0,0.66,71.0
杭州,2024-04-04,36.0,excellent,24.0,35.0,26.0,5.0,0.65,72.0
杭州,2024-04-05,48.0,excellent,30.0,49.0,25.0,7.0,0.59,100.0
杭州,2024-04-06,44.0,excellent,29.0,44.0,27.0,5.0,0.6,74.0
杭州,2024-04-07,35.0,excellent,22.0,34.0,27.0,5.0,0.62,62.0
杭州,2024-04-08,23.0,excellent,14.0,20.0,28.0,5.0,0.65,53.0
杭州,2024-04-09,44.0,excellent,28.0,47.0,31.0,6.0,0.67,83.0
杭州,2024-04-10,70.0,good,41.0,81.0,38.0,7.0,0.7,100.0
杭州,2024-04-11,63.0,good,38.0,76.0,39.0,6.0,0.72,69.0
杭州,2024-04-12,71.0,good,50.0,81.0,40.0,5.0,0.77,46.0
杭州,2024-04-13,45.0,excellent,30.0,46.0,31.0,5.0,0.67,59.0
杭州,2024-04-14,27.0,excellent,10.0,18.0,24.0,5.0,0.67,53.0
杭州,2024-04-15,49.0,excellent,31.0,49.0,25.0,5.0,0.89,81.0
杭州,2024-04-16,82.0,good,59.0,90.0,34.0,6.0,1.01,102.0
杭州,2024-04-17,22.0,excellent,10.0,16.0,25.0,5.0,0.66,60.0
杭州,2024-04-18,44.0,excellent,21.0,43.0,26.0,6.0,0.63,99.0
杭州,2024-04-19,57.0,good,27.0,65.0,45.0,7.0,0.69,50.0
杭州,2024-04-20,38.0,excellent,23.0,37.0,25.0,5.0,0.73,60.0
杭州,2024-04-21,39.0,excellent,26.0,38.0,20.0,5.0,0.6,92.0
杭州,2024-04-22,29.0,excellent,16.0,23.0,23.0,5.0,0.59,79.0
杭州,2024-04-23,33.0,excellent,18.0,28.0,26.0,5.0,0.63,63.0
杭州,2024-04-24,44.0,excellent,16.0,44.0,30.0,6.0,0.55,83.0
杭州,2024-04-25,51.0,good,26.0,54.0,42.0,6.0,0.58,56.0
杭州,2024-04-26,52.0,good,32.0,55.0,24.0,5.0,0.64,84.0
杭州,2024-04-27,47.0,excellent,27.0,47.0,19.0,5.0,0.58,91.0
杭州,2024-04-28,47.0,excellent,29.0,47.0,31.0,6.0,0.7,52.0
杭州,2024-04-29,28.0,excellent,15.0,25.0,20.0,5.0,0.72,67.0
杭州,2024-04-30,31.0,excellent,15.0,23.0,20.0,5.0,0.57,79.0
杭州,2024-05-01,34.0,excellent,19.0,26.0,20.0,5.0,0.54,98.0
杭州,2024-05-02,40.0,excellent,22.0,38.0,27.0,6.0,0.57,88.0
杭州,2024-05-03,44.0,excellent,22.0,42.0,19.0,6.0,0.5,100.0
杭州,2024-05-04,40.0,excellent,25.0,40.0,31.0,6.0,0.61,45.0
杭州,2024-05-05,28.0,excellent,17.0,27.0,27.0,5.0,0.82,31.0
杭州,2024-05-06,32.0,excellent,15.0,22.0,20.0,5.0,0.82,67.0
杭州,2024-05-07,59.0,good,36.0,59.0,34.0,6.0,0.86,90.0
杭州,2024-05-08,66.0,good,34.0,55.0,25.0,6.0,0.73,115.0
杭州,2024-05-09,38.0,excellent,17.0,34.0,25.0,6.0,0.48,92.0
杭州,2024-05-10,57.0,good,32.0,55.0,31.0,6.0,0.62,93.0
杭州,2024-05-11,49.0,excellent,33.0,49.0,22.0,5.0,0.74,61.0
杭州,2024-05-12,50.0,excellent,23.0,55.0,21.0,5.0,0.69,82.0
杭州,2024-05-13,69.0,good,26.0,78.0,27.0,6.0,0.62,100.0
杭州,2024-05-14,71.0,good,29.0,65.0,30.0,6.0,0.57,121.0
杭州,2024-05-15,66.0,good,32.0,69.0,28.0,6.0,0.59,112.0
杭州,2024-05-16,38.0,excellent,12.0,32.0,24.0,6.0,0.43,91.0
杭州,2024-05-17,58.0,good,28.0,49.0,31.0,6.0,0.55,105.0
杭州,2024-05-18,66.0,good,30.0,55.0,26.0,6.0,0.59,117.0
杭州,2024-05-19,53.0,good,27.0,52.0,19.0,6.0,0.54,94.0
杭州,2024-05-20,54.0,good,30.0,54.0,24.0,6.0,0.56,88.0
杭州,2024-05-21,35.0,excellent,20.0,35.0,22.0,6.0,0.53,64.0
杭州,2024-05-22,43.0,excellent,25.0,40.0,22.0,9.0,0.48,78.0
杭州,2024-05-23,67.0,good,40.0,59.0,22.0,7.0,0.56,116.0
杭州,2024-05-24,55.0,good,29.0,44.0,21.0,6.0,0.59,99.0
杭州,2024-05-25,50.0,excellent,27.0,40.0,19.0,6.0,0.59,93.0
杭州,2024-05-26,26.0,excellent,12.0,23.0,17.0,5.0,0.61,58.0
杭州,2024-05-27,28.0,excellent,12.0,19.0,17.0,5.0,0.66,74.0
杭州,2024-05-28,35.0,excellent,11.0,19.0,18.0,6.0,0.51,104.0
杭州,2024-05-29,40.0,excellent,18.0,30.0,25.0,6.0,0.48,103.0
杭州,2024-05-30,50.0,excellent,30.0,49.0,26.0,6.0,0.59,93.0
杭州,2024-05-31,31.0,excellent,15.0,20.0,16.0,5.0,0.7,82.0
杭州,2024-06-01,31.0,excellent,10.0,16.0,15.0,5.0,0.49,89.0
杭州,2024-06-02,39.0,excellent,17.0,27.0,14.0,6.0,0.49,109.0
杭州,2024-06-03,42.0,excellent,20.0,32.0,23.0,6.0,0.52,99.0
杭州,2024-06-04,59.0,good,29.0,51.0,24.0,6.0,0.64,119.0
杭州,2024-06-05,50.0,excellent,30.0,47.0,16.0,5.0,0.65,109.0
杭州,2024-06-06,32.0,excellent,15.0,21.0,15.0,5.0,0.52,99.0
杭州,2024-06-07,35.0,excellent,19.0,28.0,16.0,6.0,0.55,90.0
杭州,2024-06-08,43.0,excellent,21.0,33.0,18.0,5.0,0.63,93.0
杭州,2024-06-09,48.0,excellent,30.0,42.0,20.0,5.0,0.69,93.0
杭州,2024-06-10,31.0,excellent,15.0,21.0,14.0,5.0,0.6,79.0
杭州,2024-06-11,24.0,excellent,15.0,22.0,18.0,5.0,0.7,47.0
杭州,2024-06-12,31.0,excellent,14.0,23.0,20.0,5.0,0.71,53.0
杭州,2024-06-13,52.0,good,25.0,40.0,18.0,6.0,0.68,106.0
杭州,2024-06-14,67.0,good,36.0,57.0,23.0,6.0,0.76,116.0
杭州,2024-06-15,70.0,good,31.0,47.0,19.0,6.0,0.69,131.0
杭州,2024-06-16,70.0,good,32.0,48.0,21.0,6.0,0.66,131.0
杭州,2024-06-17,40.0,excellent,13.0,21.0,12.0,5.0,0.49,123.0
杭州,2024-06-18,35.0,excellent,15.0,24.0,17.0,5.0,0.52,95.0
杭州,2024-06-19,16.0,excellent,9.0,15.0,21.0,5.0,0.6,26.0
杭州,2024-06-20,13.0,excellent,6.0,10.0,16.0,5.0,0.65,23.0
杭州,2024-06-21,27.0,excellent,17.0,27.0,16.0,5.0,0.69,43.0
杭州,2024-06-22,28.0,excellent,16.0,27.0,12.0,5.0,0.61,47.0
杭州,2024-06-23,24.0,excellent,9.0,15.0,10.0,5.0,0.51,72.0
杭州,2024-06-24,19.0,excellent,10.0,16.0,16.0,5.0,0.6,48.0
杭州,2024-06-25,25.0,excellent,10.0,14.0,16.0,5.0,0.54,74.0
杭州,2024-06-26,18.0,excellent,9.0,12.0,22.0,5.0,0.63,37.0
杭州,2024-06-27,11.0,excellent,6.0,8.0,20.0,5.0,0.65,22.0
杭州,2024-06-28,14.0,excellent,10.0,14.0,18.0,5.0,0.6,22.0
杭州,2024-06-29,21.0,excellent,12.0,19.0,17.0,5.0,0.65,33.0
杭州,2024-06-30,30.0,excellent,20.0,29.0,21.0,5.0,0.73,21.0
杭州,2024-07-01,24.0,excellent,16.0,22.0,21.0,5.0,0.72,21.0
杭州,2024-07-02,24.0,excellent,13.0,21.0,16.0,5.0,0.62,38.0
杭州,2024-07-03,25.0,excellent,11.0,21.0,16.0,5.0,0.54,48.0
杭州,2024-07-04,26.0,excellent,13.0,24.0,14.0,5.0,0.5,56.0
杭州,2024-07-05,27.0,excellent,14.0,24.0,16.0,5.0,0.5,62.0
杭州,2024-07-06,28.0,excellent,14.0,26.0,16.0,5.0,0.53,60.0
杭州,2024-07-07,26.0,excellent,13.0,23.0,14.0,5.0,0.5,63.0
杭州,2024-07-08,28.0,excellent,15.0,25.0,15.0,5.0,0.52,67.0
杭州,2024-07-09,28.0,excellent,15.0,27.0,14.0,6.0,0.51,74.0
杭州,2024-07-10,27.0,excellent,17.0,26.0,12.0,5.0,0.53,67.0
杭州,2024-07-11,39.0,excellent,24.0,40.0,19.0,5.0,0.75,81.0
杭州,2024-07-12,34.0,excellent,21.0,30.0,20.0,5.0,0.75,55.0
杭州,2024-07-13,29.0,excellent,16.0,29.0,32.0,5.0,0.78,20.0
杭州,2024-07-14,28.0,excellent,17.0,28.0,18.0,5.0,0.69,48.0
杭州,2024-07-15,40.0,excellent,22.0,36.0,22.0,5.0,0.71,74.0
杭州,2024-07-16,34.0,excellent,16.0,30.0,18.0,5.0,0.58,61.0
杭州,2024-07-17,32.0,excellent,16.0,32.0,16.0,5.0,0.55,66.0
杭州,2024-07-18,29.0,excellent,13.0,26.0,16.0,6.0,0.53,57.0
杭州,2024-07-19,29.0,excellent,12.0,26.0,19.0,6.0,0.52,55.0
杭州,2024-07-20,31.0,excellent,14.0,28.0,15.0,6.0,0.53,72.0
杭州,2024-07-21,36.0,excellent,19.0,33.0,19.0,6.0,0.58,73.0
杭州,2024-07-22,35.0,excellent,16.0,29.0,14.0,6.0,0.51,89.0
杭州,2024-07-23,35.0,excellent,13.0,27.0,14.0,6.0,0.49,92.0
杭州,2024-07-24,27.0,excellent,10.0,25.0,10.0,5.0,0.45,58.0
杭州,2024-07-25,26.0,excellent,9.0,26.0,9.0,5.0,0.5,46.0
杭州,2024-07-26,20.0,excellent,8.0,19.0,11.0,5.0,0.56,40.0
杭州,2024-07-27,18.0,excellent,5.0,14.0,7.0,5.0,0.5,51.0
杭州,2024-07-28,19.0,excellent,7.0,16.0,7.0,5.0,0.5,54.0
杭州,2024-07-29,23.0,excellent,7.0,16.0,9.0,5.0,0.5,63.0
杭州,2024-07-30,22.0,excellent,7.0,15.0,10.0,5.0,0.5,64.0
杭州,2024-07-31,27.0,excellent,12.0,21.0,12.0,5.0,0.55,81.0
杭州,2024-08-01,25.0,excellent,11.0,20.0,12.0,5.0,0.57,68.0
杭州,2024-08-02,29.0,excellent,13.0,21.0,14.0,6.0,0.57,82.0
杭州,2024-08-03,50.0,excellent,25.0,39.0,19.0,6.0,0.64,115.0
杭州,2024-08-04,45.0,excellent,22.0,37.0,21.0,5.0,0.64,91.0
杭州,2024-08-05,46.0,excellent,18.0,32.0,21.0,5.0,0.64,90.0
杭州,2024-08-06,50.0,excellent,19.0,34.0,18.0,6.0,0.63,110.0
杭州,2024-08-07,61.0,good,29.0,46.0,19.0,6.0,0.63,114.0
杭州,2024-08-08,57.0,good,23.0,38.0,16.0,6.0,0.64,130.0
杭州,2024-08-09,55.0,good,24.0,38.0,18.0,6.0,0.7,134.0
杭州,2024-08-10,50.0,excellent,27.0,43.0,21.0,6.0,0.77,109.0
杭州,2024-08-11,46.0,excellent,23.0,35.0,16.0,6.0,0.69,116.0
杭州,2024-08-12,38.0,excellent,15.0,26.0,11.0,6.0,0.67,112.0
杭州,2024-08-13,37.0,excellent,15.0,23.0,13.0,5.0,0.7,106.0
杭州,2024-08-14,28.0,excellent,16.0,24.0,14.0,6.0,0.71,86.0
杭州,2024-08-15,32.0,excellent,17.0,28.0,16.0,6.0,0.63,80.0
杭州,2024-08-16,41.0,excellent,28.0,38.0,14.0,6.0,0.57,75.0
杭州,2024-08-17,35.0,excellent,19.0,29.0,14.0,6.0,0.53,83.0
